symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,hold_days,exit_reason,t_statistic,composite_score,kelly_fraction,regime,composite_proxy,health_proxy
IONQ,2023-05-16,2023-05-23,7.99,10.82,439,1244.38,0.3548,5,profit_target,0.3432,0.8214,0.0314,NEUTRAL/TRENDING,2.0,1.0
UBER,2023-05-02,2023-05-24,36.56,38.91,96,225.98,0.0644,16,trail_profit,0.2804,0.7657,0.0312,NEUTRAL/TRENDING,2.0,0.673
ON,2023-05-03,2023-05-24,78.63,80.64,45,90.32,0.0255,15,trail_profit,0.3863,0.7838,0.0316,NEUTRAL/TRENDING,1.462,0.131
RGTI,2023-05-12,2023-05-24,0.46,0.77,7999,2477.41,0.6733,8,profit_target,0.6908,1.1306,0.0328,NEUTRAL/TRENDING,0.681,1.0
PLTR,2023-05-09,2023-05-26,9.54,13.63,367,1502.2,0.4291,13,profit_target,0.3156,0.7863,0.0312,NEUTRAL/TRENDING,2.0,0.772
NOW,2023-05-16,2023-05-26,468.46,537.18,7,481.01,0.1467,8,profit_target,0.4471,0.823,0.0319,NEUTRAL/TRENDING,1.853,0.833
SOXL,2023-05-18,2023-05-31,17.7,21.33,203,737.68,0.2053,8,trail_profit,0.3753,0.7773,0.0317,NEUTRAL/TRENDING,2.0,1.0
NFLX,2023-05-11,2023-06-01,345.15,402.82,10,576.68,0.1671,14,profit_target,0.4377,0.8724,0.0315,NEUTRAL/TRENDING,1.555,1.0
RGTI,2023-05-24,2023-06-02,0.77,0.85,4746,370.72,0.1014,6,trail_profit,0.2812,0.714,0.0312,NEUTRAL/TRENDING,2.0,0.587
TSLA,2023-05-24,2023-06-05,182.99,217.51,20,690.42,0.1887,7,profit_target,0.5067,0.6474,0.0318,NEUTRAL/TRENDING,1.994,1.0
MRVL,2023-05-26,2023-06-05,65.69,57.92,56,-435.06,-0.1183,5,trail_loss,0.3187,0.7492,0.0315,NEUTRAL/TRENDING,2.0,0.395
ANET,2023-05-26,2023-06-06,170.47,158.97,21,-241.49,-0.0675,6,trail_loss,0.3127,0.7176,0.0312,NEUTRAL/TRENDING,2.0,-0.528
NCLH,2023-05-02,2023-06-07,14.38,17.01,250,656.62,0.1826,25,profit_target,0.4208,0.9646,0.0318,NEUTRAL/TRENDING,1.663,1.0
TSLL,2023-05-22,2023-06-08,10.88,14.99,328,1348.9,0.378,12,profit_target,0.3021,0.6083,0.0312,NEUTRAL/TRENDING,2.0,1.0
RIOT,2023-06-02,2023-06-12,11.7,10.04,417,-693.72,-0.1422,6,trail_loss,0.4411,0.7078,0.0397,NEUTRAL/TRENDING,-1.13,-0.567
POET,2023-06-05,2023-06-12,4.31,5.03,1128,809.32,0.1665,5,profit_target,0.4282,0.8145,0.0397,NEUTRAL/REVERTING,1.783,1.0
HOOD,2023-06-06,2023-06-12,9.12,9.26,543,77.07,0.0156,4,trail_profit,0.5737,0.6712,0.0402,NEUTRAL/MIXED,0.236,0.184
SOFI,2023-06-01,2023-06-13,6.82,9.53,704,1908.0,0.3974,8,profit_target,0.3461,0.8009,0.0395,NEUTRAL/TRENDING,2.0,1.0
POET,2023-06-12,2023-06-16,5.03,5.24,992,209.4,0.042,4,trail_profit,0.2715,0.5947,0.0391,NEUTRAL/MIXED,1.864,0.508
QBTS,2023-05-23,2023-06-20,1.04,2.06,3509,3562.54,0.9762,18,trail_profit,0.2632,0.6599,0.0311,NEUTRAL/TRENDING,2.0,0.033
IONQ,2023-05-24,2023-06-20,10.25,9.14,355,-394.25,-0.1083,17,trail_loss,0.2996,0.6675,0.0311,NEUTRAL/TRENDING,1.963,-0.333
QCOM,2023-05-31,2023-06-21,113.49,117.14,34,124.21,0.0322,14,trail_profit,0.4987,0.8421,0.0321,NEUTRAL/TRENDING,1.674,0.04
U,2023-06-05,2023-06-21,36.3,38.25,133,259.47,0.0537,11,trail_profit,0.3611,0.8522,0.0395,NEUTRAL/TRENDING,2.0,0.565
XLF,2023-06-07,2023-06-22,33.19,32.94,151,-37.87,-0.0076,10,trail_loss,0.4489,0.678,0.0399,NEUTRAL/TRENDING,0.281,-0.159
BAC,2023-06-08,2023-06-22,29.24,28.75,170,-83.83,-0.0169,9,trail_loss,0.4562,0.6244,0.0398,NEUTRAL/TRENDING,0.629,-0.528
SCHW,2023-06-13,2023-06-22,54.78,53.19,92,-145.84,-0.0289,6,trail_loss,0.3935,0.682,0.0397,NEUTRAL/TRENDING,0.973,-0.26
STM,2023-06-12,2023-06-23,49.08,46.64,101,-246.63,-0.0498,8,trail_loss,0.3169,0.5213,0.039,NEUTRAL/TRENDING,1.827,-0.712
PBR,2023-06-12,2023-06-30,14.0,13.84,355,-57.33,-0.0115,13,trail_loss,0.2729,0.5299,0.039,NEUTRAL/TRENDING,2.0,-0.112
WULF,2023-06-16,2023-07-06,1.44,2.39,3605,3420.44,0.6589,12,profit_target,0.5387,0.983,0.0403,NEUTRAL/MIXED,1.639,0.985
VZ,2023-06-30,2023-07-10,37.21,36.79,137,-57.83,-0.0113,5,trail_loss,0.4313,0.6777,0.0397,NEUTRAL/TRENDING,1.302,-0.919
RIOT,2023-06-21,2023-07-11,11.68,17.49,426,2475.59,0.4975,13,profit_target,0.3135,0.6815,0.0387,NEUTRAL/MIXED,0.616,1.0
CIFR,2023-06-20,2023-07-12,2.96,4.22,1695,2140.59,0.4267,15,profit_target,0.2991,0.685,0.0391,NEUTRAL/MIXED,2.0,1.0
BITO,2023-06-21,2023-07-12,16.93,16.31,296,-184.88,-0.0369,14,trail_loss,0.3174,0.774,0.039,NEUTRAL/TRENDING,1.823,-0.307
ABT,2023-06-20,2023-07-18,106.75,107.25,47,23.48,0.0047,19,trail_profit,0.3629,0.698,0.0395,NEUTRAL/TRENDING,0.72,-0.004
WULF,2023-07-10,2023-07-18,3.12,3.15,1667,44.77,0.0086,6,trail_profit,0.2531,0.6441,0.039,NEUTRAL/TRENDING,2.0,0.419
QXO,2023-06-27,2023-07-19,3.57,3.54,1369,-37.53,-0.0077,15,trail_loss,0.2265,0.5782,0.0383,NEUTRAL/MIXED,2.0,0.0
SCHW,2023-06-29,2023-07-19,57.18,66.01,89,786.05,0.1545,13,profit_target,0.411,0.7484,0.0398,NEUTRAL/TRENDING,1.348,1.0
PINS,2023-06-22,2023-07-20,26.15,29.44,191,629.07,0.1259,19,trail_profit,0.3444,0.7403,0.039,NEUTRAL/TRENDING,1.971,0.77
RBLX,2023-06-28,2023-07-20,40.03,41.19,126,146.23,0.029,15,trail_profit,0.4192,0.5616,0.0393,NEUTRAL/MIXED,0.982,0.516
NOW,2023-07-11,2023-07-20,561.83,582.14,9,182.8,0.0362,7,trail_profit,0.5257,0.6706,0.0401,NEUTRAL/MIXED,0.978,1.0
POET,2023-07-19,2023-07-21,4.21,4.1,1284,-143.92,-0.0266,2,trail_loss,0.2916,0.7277,0.0392,NEUTRAL/MIXED,-1.972,-0.6
SLV,2023-07-12,2023-07-24,22.15,22.28,245,31.64,0.0058,8,trail_profit,0.4722,0.7276,0.04,NEUTRAL/MIXED,1.33,-0.078
BSX,2023-07-20,2023-07-24,53.49,52.2,101,-130.26,-0.0241,2,trail_loss,0.4016,0.5672,0.0392,NEUTRAL/MIXED,-0.928,-0.001
QBTS,2023-07-18,2023-07-27,2.87,2.43,1887,-835.27,-0.1542,7,trail_loss,0.3577,0.7816,0.0395,NEUTRAL/TRENDING,1.806,-0.877
ANET,2023-07-20,2023-07-27,171.56,165.9,31,-175.6,-0.033,5,trail_loss,0.4333,0.5572,0.0392,NEUTRAL/TRENDING,1.758,-0.799
FIS,2023-07-06,2023-07-28,59.14,59.79,87,56.97,0.0111,16,trail_profit,0.3321,0.7988,0.0394,NEUTRAL/TRENDING,1.967,0.165
PBR,2023-07-24,2023-07-28,14.34,13.91,378,-161.39,-0.0298,4,trail_loss,0.4489,0.7235,0.0399,NEUTRAL/TRENDING,-0.305,-0.184
VALE,2023-07-24,2023-08-01,14.72,14.17,360,-199.11,-0.0376,6,trail_loss,0.3403,0.55,0.039,NEUTRAL/TRENDING,1.724,-0.097
QXO,2023-07-28,2023-08-01,3.61,3.49,1471,-179.09,-0.0337,2,trail_loss,0.3035,0.65,0.0391,NEUTRAL/MIXED,0.019,0.6
XLP,2023-07-20,2023-08-04,75.4,75.04,71,-25.69,-0.0048,11,trail_loss,0.3272,0.5864,0.0391,NEUTRAL/MIXED,0.187,0.042
NU,2023-07-27,2023-08-07,7.78,7.66,708,-87.67,-0.0159,7,trail_loss,0.6169,0.6348,0.0405,NEUTRAL/MIXED,-0.087,-0.019
IONQ,2023-08-01,2023-08-07,19.88,15.64,271,-1148.45,-0.2132,4,trail_loss,0.3588,0.814,0.0395,NEUTRAL/TRENDING,2.0,-0.339
DOW,2023-07-28,2023-08-08,55.51,54.38,96,-108.76,-0.0204,7,trail_loss,0.3595,0.6613,0.0395,NEUTRAL/TRENDING,0.901,-0.268
RGTI,2023-08-01,2023-08-08,3.26,2.12,1643,-1874.76,-0.35,5,trail_loss,0.3207,0.7694,0.0392,NEUTRAL/TRENDING,2.0,-0.423
SMCI,2023-08-08,2023-08-09,348.09,295.26,12,-633.93,-0.1518,1,trail_loss,0.3621,0.7905,0.0316,NEUTRAL/TRENDING,0.0,0.0
KRE,2023-07-18,2023-08-10,45.76,47.66,119,225.64,0.0414,17,momentum_break,0.4766,0.7293,0.0399,NEUTRAL/TRENDING,1.998,0.144
USB,2023-07-19,2023-08-11,38.91,39.44,138,72.49,0.0135,17,momentum_break,0.3159,0.6386,0.039,NEUTRAL/TRENDING,2.0,0.078
SLB,2023-07-12,2023-08-15,56.7,58.08,93,128.11,0.0243,24,trail_profit,0.3239,0.664,0.039,NEUTRAL/TRENDING,1.867,0.672
EQT,2023-07-21,2023-08-16,39.92,41.96,137,280.03,0.0512,18,momentum_break,0.5524,0.5956,0.0401,NEUTRAL/MIXED,0.991,0.082
CVE,2023-07-27,2023-08-16,18.48,19.29,292,236.62,0.0439,14,momentum_break,0.3898,0.7521,0.0397,NEUTRAL/TRENDING,1.999,0.236
HPE,2023-08-09,2023-08-16,17.68,17.27,244,-99.67,-0.0231,5,trail_loss,0.5702,0.9927,0.0324,NEUTRAL/TRENDING,0.792,-0.727
NU,2023-08-16,2023-08-17,7.65,6.99,349,-231.56,-0.0867,1,trail_loss,0.6149,0.987,0.0202,NEUTRAL/MIXED,0.0,0.0
AMZN,2023-08-08,2023-08-18,140.01,133.12,29,-199.86,-0.0492,8,trail_loss,0.3344,0.7472,0.0314,NEUTRAL/TRENDING,1.216,-0.564
TOST,2023-08-15,2023-08-21,23.11,21.31,113,-203.72,-0.078,4,trail_loss,0.4165,0.8923,0.0198,NEUTRAL/TRENDING,0.924,-0.76
HAL,2023-08-04,2023-08-22,39.58,38.85,66,-48.29,-0.0185,12,trail_loss,0.3826,0.7646,0.0197,NEUTRAL/TRENDING,1.727,-0.509
SQQQ,2023-08-07,2023-08-22,18.12,19.5,292,402.24,0.076,11,trail_profit,0.4208,0.6331,0.0395,NEUTRAL/MIXED,1.507,0.62
SOXS,2023-08-10,2023-08-22,10.12,10.06,421,-25.69,-0.006,8,trail_loss,0.4827,1.0843,0.0321,NEUTRAL/TRENDING,1.961,0.163
OXY,2023-08-07,2023-08-23,63.93,63.56,82,-30.68,-0.0059,12,trail_loss,0.3604,0.6456,0.0394,NEUTRAL/TRENDING,1.337,-0.204
QID,2023-08-11,2023-08-23,13.56,13.56,313,-0.2,-0.0,8,trail_loss,0.4991,1.0737,0.0321,NEUTRAL/TRENDING,1.841,0.313
ORCL,2023-08-16,2023-08-23,115.37,112.78,22,-57.07,-0.0225,5,trail_loss,0.4426,0.8437,0.0196,NEUTRAL/TRENDING,0.145,-0.025
POET,2023-08-17,2023-08-25,3.89,3.79,672,-69.47,-0.0266,6,trail_loss,0.4447,0.8569,0.0197,NEUTRAL/MIXED,-1.032,0.0
AVGO,2023-08-21,2023-08-25,865.33,858.3,3,-21.1,-0.0081,4,trail_loss,0.3997,0.7887,0.0196,NEUTRAL/TRENDING,-0.788,0.275
MRVL,2023-08-22,2023-08-25,59.65,59.19,44,-20.35,-0.0078,3,trail_loss,0.6283,1.0311,0.0202,NEUTRAL/TRENDING,-1.266,-0.165
ANET,2023-08-22,2023-08-28,187.52,177.23,13,-133.8,-0.0549,4,trail_loss,0.3953,0.8892,0.0195,NEUTRAL/TRENDING,1.937,-0.154
SQQQ,2023-08-22,2023-08-31,19.99,19.22,129,-99.41,-0.0385,7,trail_loss,0.4129,0.9003,0.0196,NEUTRAL/TRENDING,1.4,-0.688
QID,2023-08-25,2023-08-31,13.71,12.9,188,-152.61,-0.0592,4,trail_loss,0.3685,0.8031,0.0197,NEUTRAL/MIXED,0.9,-0.724
SLV,2023-08-23,2023-09-05,22.3,21.78,115,-60.23,-0.0235,8,trail_loss,0.3719,0.868,0.0196,NEUTRAL/TRENDING,0.649,-0.081
TSLL,2023-08-28,2023-09-05,14.76,15.69,178,165.36,0.0629,5,trail_profit,0.4955,0.6848,0.02,NEUTRAL/TRENDING,-0.719,0.238
GDX,2023-08-28,2023-09-05,29.06,28.75,89,-27.92,-0.0108,5,trail_loss,0.4747,0.6236,0.0197,NEUTRAL/TRENDING,-0.255,0.339
HOOD,2023-08-31,2023-09-06,10.9,10.83,390,-26.85,-0.0063,3,trail_loss,0.5802,0.8261,0.0323,NEUTRAL/TRENDING,-0.82,0.219
CSCO,2023-08-17,2023-09-07,54.73,56.81,47,97.56,0.0379,14,trail_profit,0.3352,0.7954,0.0194,NEUTRAL/TRENDING,1.674,0.61
SOXL,2023-09-05,2023-09-07,24.02,21.04,173,-514.77,-0.1239,2,trail_loss,0.3686,0.6305,0.0316,NEUTRAL/TRENDING,-0.783,0.023
NVDA,2023-08-24,2023-09-12,471.86,452.45,5,-97.05,-0.0411,12,trail_loss,0.3575,0.9149,0.0198,NEUTRAL/TRENDING,1.57,-0.651
PINS,2023-08-18,2023-09-13,26.47,26.97,97,48.67,0.019,17,trail_profit,0.3432,0.617,0.0194,NEUTRAL/TRENDING,0.426,-0.114
NFLX,2023-08-23,2023-09-13,427.22,435.43,6,49.28,0.0192,14,trail_profit,0.4492,0.8093,0.0197,NEUTRAL/TRENDING,0.351,-0.266
XLB,2023-09-05,2023-09-13,82.31,81.27,51,-53.19,-0.0127,6,trail_loss,0.511,0.5996,0.032,NEUTRAL/TRENDING,-0.284,-0.164
U,2023-09-06,2023-09-14,39.3,35.4,106,-412.95,-0.0991,6,trail_loss,0.4273,0.8704,0.0319,NEUTRAL/TRENDING,0.863,-0.606
IONQ,2023-09-07,2023-09-15,17.49,17.93,237,103.78,0.025,6,trail_profit,0.3951,0.8712,0.0316,NEUTRAL/TRENDING,2.0,0.153
RGTI,2023-09-12,2023-09-18,1.96,1.73,2147,-497.2,-0.1182,4,trail_loss,0.4387,0.5855,0.0319,NEUTRAL/MIXED,-1.508,-0.227
TSLL,2023-09-05,2023-09-19,16.33,17.06,250,182.87,0.0448,10,momentum_break,0.2881,0.5682,0.0311,NEUTRAL/TRENDING,1.507,-0.144
NU,2023-09-13,2023-09-20,7.56,7.24,549,-175.39,-0.0423,5,trail_loss,0.3177,0.6762,0.0315,NEUTRAL/TRENDING,-0.083,-0.48
HAL,2023-09-07,2023-09-21,41.08,40.95,100,-13.45,-0.0033,10,trail_loss,0.4056,0.7813,0.0315,NEUTRAL/TRENDING,1.534,-0.167
EXC,2023-09-14,2023-09-21,41.85,40.88,123,-119.8,-0.0233,5,trail_loss,0.3399,0.6048,0.0394,NEUTRAL/TRENDING,0.812,-0.39
IREN,2023-09-18,2023-09-21,4.76,4.03,877,-638.85,-0.153,3,trail_loss,0.4671,0.8263,0.0319,NEUTRAL/MIXED,0.471,-0.346
PBR,2023-08-25,2023-09-22,14.32,15.07,179,134.69,0.0525,19,momentum_break,0.3737,0.7838,0.0196,NEUTRAL/TRENDING,1.557,-0.08
TSLA,2023-08-31,2023-09-22,258.19,252.56,16,-90.07,-0.0218,15,trail_loss,0.4268,0.7996,0.0316,NEUTRAL/TRENDING,1.389,-0.577
WFC,2023-09-19,2023-09-22,43.24,41.47,93,-164.81,-0.041,3,trail_loss,0.3377,0.6593,0.0312,NEUTRAL/TRENDING,0.834,-0.393
T,2023-09-20,2023-09-26,15.55,14.69,260,-222.91,-0.0551,4,trail_loss,0.3278,0.8243,0.0312,NEUTRAL/TRENDING,1.761,-0.243
F,2023-09-13,2023-09-28,12.65,12.2,328,-149.13,-0.0359,11,trail_loss,0.365,0.6243,0.0315,NEUTRAL/TRENDING,1.163,-0.089
SOXS,2023-09-15,2023-09-29,11.02,10.94,379,-29.36,-0.007,10,trail_loss,0.3975,0.8042,0.0318,NEUTRAL/TRENDING,1.7,-0.325
CVS,2023-09-13,2023-10-02,70.31,69.18,58,-65.45,-0.016,13,trail_loss,0.324,0.5877,0.0311,NEUTRAL/TRENDING,1.326,-0.324
PBR,2023-09-25,2023-10-03,15.05,14.47,266,-153.36,-0.0383,6,trail_loss,0.3143,0.6376,0.031,NEUTRAL/TRENDING,1.04,-0.479
APLD,2023-09-26,2023-10-03,5.68,5.65,445,-13.34,-0.0053,5,trail_loss,0.3647,0.9166,0.0196,NEUTRAL/MIXED,0.806,0.757
CNQ,2023-09-26,2023-10-03,64.48,64.33,38,-5.65,-0.0023,5,trail_loss,0.3044,0.7852,0.0193,NEUTRAL/TRENDING,0.737,-0.146
QXO,2023-09-28,2023-10-05,3.18,3.33,800,118.67,0.0466,5,profit_target,0.4599,0.9485,0.0197,NEUTRAL/TRENDING,-1.988,1.0
QID,2023-09-21,2023-10-06,14.02,13.44,179,-103.34,-0.0412,11,trail_loss,0.3117,0.8073,0.0194,NEUTRAL/MIXED,1.579,-0.019
SQQQ,2023-09-21,2023-10-06,20.49,19.18,122,-159.21,-0.0637,11,trail_loss,0.2903,0.7816,0.0193,NEUTRAL/MIXED,1.76,-0.049
QXO,2023-10-05,2023-10-10,3.33,3.62,779,224.5,0.0865,3,profit_target,0.5415,1.1298,0.0202,NEUTRAL/TRENDING,-1.407,1.0
NCLH,2023-09-29,2023-10-11,16.5,15.6,156,-141.17,-0.0548,8,trail_loss,0.5447,0.9871,0.02,NEUTRAL/TRENDING,0.239,0.333
PFE,2023-10-03,2023-10-11,33.93,32.94,73,-72.14,-0.0291,6,trail_loss,0.2984,0.6817,0.0193,NEUTRAL/TRENDING,-0.348,-0.463
RBLX,2023-09-27,2023-10-12,27.41,31.62,94,396.13,0.1537,11,profit_target,0.4982,1.0355,0.02,NEUTRAL/TRENDING,1.033,1.0
SOXL,2023-10-03,2023-10-13,17.91,19.62,142,242.72,0.0954,8,trail_profit,0.5182,0.776,0.0199,NEUTRAL/TRENDING,-1.428,0.836
QXO,2023-10-10,2023-10-16,3.62,3.5,1431,-174.22,-0.0336,4,trail_loss,0.4888,1.1398,0.0401,NEUTRAL/TRENDING,1.884,0.6
NVDA,2023-10-03,2023-10-17,435.58,445.06,5,47.39,0.0218,10,trail_profit,0.4293,0.8123,0.0198,NEUTRAL/TRENDING,0.618,0.431
RGTI,2023-10-11,2023-10-18,1.51,1.37,3469,-473.18,-0.0903,5,trail_loss,0.5581,0.8689,0.0404,NEUTRAL/TRENDING,-2.0,-0.293
PLTR,2023-09-28,2023-10-19,15.78,17.05,163,207.25,0.0806,15,momentum_break,0.5012,1.1597,0.02,NEUTRAL/TRENDING,1.65,-0.03
SMCI,2023-10-02,2023-10-19,288.76,275.97,8,-102.32,-0.0443,13,trail_loss,0.4436,1.1738,0.02,NEUTRAL/TRENDING,1.666,-0.444
NVO,2023-10-13,2023-10-19,102.19,96.47,25,-142.89,-0.0559,4,trail_loss,0.4426,0.9289,0.02,NEUTRAL/TRENDING,-1.009,0.114
IGV,2023-10-16,2023-10-20,353.56,341.5,11,-132.69,-0.0341,4,trail_loss,0.5246,0.7662,0.0322,NEUTRAL/TRENDING,0.567,-0.394
ANET,2023-10-06,2023-10-23,194.14,180.91,13,-172.0,-0.0682,11,trail_loss,0.3971,0.8646,0.0196,NEUTRAL/TRENDING,1.296,-0.365
TSM,2023-10-12,2023-10-25,92.47,89.06,55,-187.76,-0.0369,9,trail_loss,0.353,0.6686,0.0395,NEUTRAL/TRENDING,1.285,0.043
EQT,2023-10-06,2023-10-26,42.81,41.76,58,-60.72,-0.0245,14,trail_loss,0.3662,0.8279,0.0195,NEUTRAL/TRENDING,1.5,-0.515
DVN,2023-10-19,2023-10-26,49.28,47.24,84,-171.28,-0.0414,5,trail_loss,0.5874,1.1512,0.0325,NEUTRAL/TRENDING,0.489,-0.673
MSFT,2023-10-11,2023-10-27,332.64,328.28,15,-65.43,-0.0131,12,trail_loss,0.5366,0.8222,0.04,NEUTRAL/TRENDING,0.926,-0.223
AVGO,2023-10-17,2023-10-27,884.5,850.44,4,-136.25,-0.0385,8,trail_loss,0.4387,0.7688,0.0319,NEUTRAL/TRENDING,1.266,-0.72
B,2023-10-19,2023-10-27,16.61,15.9,244,-173.33,-0.0428,6,trail_loss,0.385,0.9768,0.0316,NEUTRAL/TRENDING,1.92,-0.334
PBR,2023-10-18,2023-10-30,16.52,15.59,246,-227.96,-0.0561,8,trail_loss,0.361,0.9178,0.0316,NEUTRAL/TRENDING,1.526,-0.904
GDX,2023-10-19,2023-10-31,29.54,27.89,136,-224.24,-0.0558,8,trail_loss,0.3895,0.8909,0.0315,NEUTRAL/TRENDING,1.472,-0.341
SQQQ,2023-10-20,2023-11-01,21.09,20.88,120,-25.49,-0.0101,8,trail_loss,0.4334,1.119,0.0199,NEUTRAL/TRENDING,1.344,0.473
SOXS,2023-10-23,2023-11-02,12.56,11.53,202,-207.9,-0.0819,8,trail_loss,0.417,1.1136,0.0199,NEUTRAL/TRENDING,1.718,-0.305
QID,2023-10-27,2023-11-02,15.08,13.86,165,-201.61,-0.081,4,trail_loss,0.3893,1.0473,0.0197,NEUTRAL/TRENDING,1.259,-0.613
WULF,2023-10-26,2023-11-07,1.15,1.04,2225,-242.41,-0.0947,8,trail_loss,0.5826,1.087,0.02,NEUTRAL/TRENDING,-0.768,-0.246
CNQ,2023-11-02,2023-11-07,68.07,63.83,59,-250.27,-0.0623,3,trail_loss,0.532,0.948,0.0321,NEUTRAL/TRENDING,1.149,0.422
IREN,2023-10-25,2023-11-09,3.35,3.14,1244,-259.29,-0.0622,11,trail_loss,0.6881,1.2688,0.0328,NEUTRAL/TRENDING,-0.992,-0.071
KVUE,2023-10-26,2023-11-09,18.7,19.1,141,56.72,0.0215,10,trail_profit,0.8153,1.2638,0.0207,NEUTRAL/MIXED,-1.276,0.285
CIFR,2023-10-27,2023-11-09,3.33,3.53,761,150.64,0.0594,9,trail_profit,0.4482,1.1669,0.02,NEUTRAL/TRENDING,2.0,0.139
RBLX,2023-10-30,2023-11-09,31.77,37.55,79,456.45,0.1819,8,trail_profit,0.4513,0.9613,0.0199,NEUTRAL/TRENDING,1.957,1.0
APLD,2023-11-07,2023-11-10,5.19,4.54,785,-512.03,-0.1257,3,trail_loss,0.5183,0.8083,0.0321,NEUTRAL/MIXED,-1.692,-0.614
KDP,2023-10-30,2023-11-15,30.06,31.87,82,148.75,0.0603,12,profit_target,0.4181,0.8057,0.0196,NEUTRAL/TRENDING,0.897,0.883
MRVL,2023-11-09,2023-11-16,52.54,53.74,75,90.06,0.0229,5,trail_profit,0.3932,0.6915,0.0314,NEUTRAL/TRENDING,1.141,0.942
IONQ,2023-11-10,2023-11-16,10.66,12.46,463,835.28,0.1692,4,trail_profit,0.4011,0.6817,0.0392,NEUTRAL/MIXED,-1.766,0.863
VALE,2023-11-01,2023-11-21,14.2,15.86,286,475.35,0.117,14,profit_target,0.5289,1.2232,0.0322,NEUTRAL/TRENDING,1.98,1.0
SOXL,2023-11-09,2023-11-28,18.38,22.48,216,885.02,0.2229,12,trail_profit,0.4292,0.6655,0.0314,NEUTRAL/TRENDING,1.871,0.35
AMD,2023-11-02,2023-11-29,107.9,123.78,37,587.49,0.1472,18,profit_target,0.5531,0.9525,0.0323,NEUTRAL/TRENDING,1.812,0.44
TQQQ,2023-11-07,2023-11-29,39.12,44.19,103,522.51,0.1297,15,profit_target,0.4462,0.8226,0.0319,NEUTRAL/TRENDING,1.676,0.332
PINS,2023-10-31,2023-11-30,29.92,34.06,133,551.01,0.1385,21,profit_target,0.3456,0.8776,0.0314,NEUTRAL/TRENDING,1.972,1.0
DT,2023-11-09,2023-11-30,49.42,53.52,80,328.26,0.083,14,profit_target,0.3511,0.6984,0.0313,NEUTRAL/TRENDING,1.846,0.735
SMCI,2023-11-15,2023-12-04,288.02,266.47,18,-387.86,-0.0748,12,trail_loss,0.6135,1.0427,0.0407,NEUTRAL/TRENDING,1.805,-0.439
ORCL,2023-11-09,2023-12-05,112.27,114.5,35,78.15,0.0199,17,momentum_break,0.3905,0.734,0.0316,NEUTRAL/TRENDING,1.627,0.143
WULF,2023-11-21,2023-12-05,1.09,1.56,4796,2250.38,0.4305,9,profit_target,0.4839,0.8552,0.0401,NEUTRAL/TRENDING,1.058,1.0
IREN,2023-11-29,2023-12-05,4.84,5.25,1062,430.96,0.0838,4,trail_profit,0.3393,0.8377,0.0394,NEUTRAL/TRENDING,2.0,0.778
KVUE,2023-11-30,2023-12-06,20.46,19.75,257,-183.69,-0.0349,4,trail_loss,0.5228,0.8243,0.0403,NEUTRAL/TRENDING,1.069,-0.096
HPE,2023-11-30,2023-12-06,16.91,16.11,303,-242.79,-0.0474,4,trail_loss,0.3648,0.7337,0.0392,NEUTRAL/TRENDING,0.579,0.111
CCL,2023-11-16,2023-12-07,14.83,17.93,347,1074.32,0.2088,14,profit_target,0.4119,0.8606,0.0398,NEUTRAL/TRENDING,2.0,1.0
CSX,2023-11-16,2023-12-08,31.38,33.03,167,275.58,0.0526,15,trail_profit,0.5978,0.8397,0.0405,NEUTRAL/TRENDING,1.345,1.0
RIOT,2023-11-28,2023-12-11,12.86,13.72,403,344.68,0.0665,9,trail_profit,0.4104,0.9638,0.0398,NEUTRAL/TRENDING,2.0,1.0
B,2023-11-29,2023-12-11,17.4,16.61,291,-231.14,-0.0456,8,trail_loss,0.2982,0.666,0.0388,NEUTRAL/TRENDING,1.73,-0.811
NCLH,2023-12-04,2023-12-19,17.51,20.67,298,943.07,0.1807,11,profit_target,0.3194,0.7178,0.0392,NEUTRAL/TRENDING,2.0,1.0
IREN,2023-12-05,2023-12-26,5.55,8.78,948,3062.62,0.5821,14,profit_target,0.2859,0.7019,0.0392,NEUTRAL/TRENDING,2.0,1.0
SOFI,2023-12-05,2023-12-27,8.0,10.31,656,1518.54,0.2894,15,profit_target,0.3035,0.6292,0.0391,NEUTRAL/TRENDING,1.954,0.584
SMCI,2023-12-19,2023-12-27,316.02,295.16,17,-354.68,-0.066,5,trail_loss,0.5733,1.0018,0.0405,NEUTRAL/TRENDING,0.719,-0.744
WULF,2023-12-05,2023-12-28,1.56,3.02,3330,4856.77,0.9349,16,profit_target,0.2415,0.5921,0.0387,NEUTRAL/TRENDING,2.0,1.0
CVS,2023-12-06,2023-12-28,73.56,78.94,71,382.02,0.0731,15,profit_target,0.2736,0.5675,0.0391,NEUTRAL/TRENDING,1.881,0.952
QBTS,2023-12-07,2023-12-29,0.98,0.9,5425,-423.58,-0.0797,15,trail_loss,0.355,0.7047,0.0395,NEUTRAL/TRENDING,1.884,-0.142
CIFR,2023-12-26,2023-12-29,5.0,4.05,1109,-1054.53,-0.1902,3,trail_loss,0.2906,0.7464,0.0392,NEUTRAL/TRENDING,2.0,0.545
HOOD,2023-12-06,2024-01-02,11.28,12.37,459,502.06,0.097,17,momentum_break,0.2206,0.567,0.0387,NEUTRAL/TRENDING,2.0,0.28
